part,code,title,action,priority,title_policy,issue,required_correction,source_width,source_height,workpack_source,output_filename,input_abs,output_abs,rework_abs,batch,작업상태,1차검수,2차검수,비고
2,P2-F62,SSH 연결과 안전한 원격관리,전면 재생성,A,내부 전체 제목·그림 코드 금지,SSH 호스트키 검증이 키 교환보다 먼저 일어나는 것으로 그려져 순서가 틀렸다.,TCP 연결→버전 교환→KEX와 서버 Host Key 서명/known_hosts 검증→암호화 전송 성립→사용자 인증→채널/셸/포워딩 순서로 재구성.,1600,850,01_전면재생성/Part2/P2-F62.png,P2-F62.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\01_전면재생성\Part2\P2-F62.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part2\P2-F62.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\04_재작업\Part2\P2-F62.png,02,완료,통과,대기,SSH 순서와 제목 정책 양호. 2차 검수 대기.
2,P2-F65,IKE 단계와 VPN 유형,전면 재생성,A,내부 전체 제목·그림 코드 금지,IKEv2 왕복 구조에 IKEv1 역사 설명이 섞여 있다.,"IKE_SA_INIT Request/Response, IKE_AUTH Request/Response, CREATE_CHILD_SA로 재구성. IKEv1 `ISAKMP+Oakley/SKEME` 문구는 본도식에서 제거.",1600,850,01_전면재생성/Part2/P2-F65.png,P2-F65.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\01_전면재생성\Part2\P2-F65.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part2\P2-F65.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\04_재작업\Part2\P2-F65.png,02,완료,통과,대기,IKEv2 협상/VPN 유형 기능성 패널 제목만 유지. 전체 제목·코드 없음.
3,P3-F04,FTP Active와 Passive 모드,전면 재생성,A,내부 전체 제목·그림 코드 금지,Active/Passive 데이터 연결 방향과 NAT·방화벽 설명이 깨지고 혼재한다.,"제어 연결은 양 모드 모두 Client→Server TCP 21. Active는 Server TCP 20→Client 지정 포트, Passive는 Client→Server 고포트. NAT/방화벽 주의점 분리.",1800,1004,01_전면재생성/Part3/P3-F04.png,P3-F04.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\01_전면재생성\Part3\P3-F04.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part3\P3-F04.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\04_재작업\Part3\P3-F04.png,02,완료,통과,대기,Active/Passive 기능성 패널 제목만 유지. 전체 제목·코드 없음.
3,P3-F05,FTP 명령과 응답 코드 흐름,전면 재생성,A,내부 전체 제목·그림 코드 금지,FTP 명령·응답 화살표 방향과 전송 완료 응답 위치가 틀렸다.,"USER/PASS/PWD/CWD/LIST/RETR/STOR/QUIT는 C→S, 응답은 S→C. LIST/RETR/STOR의 별도 데이터 연결과 1xx preliminary, 226 final completion을 분리.",1800,1004,01_전면재생성/Part3/P3-F05.png,P3-F05.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\01_전면재생성\Part3\P3-F05.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part3\P3-F05.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\04_재작업\Part3\P3-F05.png,02,완료,통과,대기,FTP 명령/응답 흐름과 응답 코드 표 구성 양호. 전체 제목·코드 없음.
3,P3-F09,SMTP 대화와 포트,전면 재생성,A,내부 전체 제목·그림 코드 금지,SMTP 명령·응답 방향과 STARTTLS 위치가 잘못 읽히며 제목도 깨졌다.,"EHLO C→S, 250 S→C, STARTTLS C→S, TLS 협상 후 MAIL FROM/RCPT TO/DATA/본문/`.` C→S, 250 S→C, QUIT C→S, 221 S→C. 25/587/465 역할 분리.",1800,1004,01_전면재생성/Part3/P3-F09.png,P3-F09.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\01_전면재생성\Part3\P3-F09.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part3\P3-F09.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\04_재작업\Part3\P3-F09.png,02,완료,통과,대기,SMTP 대화/포트 흐름 양호. 전체 제목·코드 없음.
3,P3-F11,MIME 메시지 구조,전면 재생성,A,내부 전체 제목·그림 코드 금지,MIME 헤더·본문·첨부 예시가 광범위하게 깨져 구조를 신뢰할 수 없다.,"정상 MIME 예시로 재작성: MIME-Version, multipart/mixed boundary, text/plain UTF-8, application/pdf attachment, Content-Disposition, Base64. `Base64는 암호화가 아님` 표시.",1800,1004,01_전면재생성/Part3/P3-F11.png,P3-F11.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\01_전면재생성\Part3\P3-F11.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part3\P3-F11.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\04_재작업\Part3\P3-F11.png,02,완료,통과,대기,MIME 구조와 Base64 주석 양호. 2차 검수 대기.
3,P3-F12,메일 헤더 추적과 Authentication-Results,전면 재생성,A,내부 전체 제목·그림 코드 금지,Received·주소·인증결과가 깨지고 SPF/DKIM/DMARC 결과가 서로 모순된다.,"Received는 위쪽에 누적되고 아래→위로 추적. Header From·Return-Path·Message-ID·Authentication-Results를 분리하고 일관된 `spf=pass`, `dkim=pass`, `dmarc=pass` 예시 사용.",1800,1004,01_전면재생성/Part3/P3-F12.png,P3-F12.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\01_전면재생성\Part3\P3-F12.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part3\P3-F12.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\04_재작업\Part3\P3-F12.png,02,완료,통과,대기,Received 헤더 추적·Authentication-Results 판정 흐름 보정본 통과. 전체 제목·코드 없음.
3,P3-F14,DKIM 서명과 검증,전면 재생성,A,내부 전체 제목·그림 코드 금지,DKIM 공개키·해시·서명 검증 흐름이 뒤섞여 역할과 방향이 틀렸다.,발신 MTA가 선택 헤더·본문을 정규화/해시하고 도메인 개인키로 서명. 수신자는 `selector._domainkey` 공개키를 DNS에서 받아 동일 데이터의 서명과 body hash를 검증.,1800,1004,01_전면재생성/Part3/P3-F14.png,P3-F14.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\01_전면재생성\Part3\P3-F14.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part3\P3-F14.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\04_재작업\Part3\P3-F14.png,02,완료,통과,대기,DKIM 흐름과 기능성 패널 제목 양호. 2차 검수 대기.
3,P3-F15,DMARC 정렬·정책·보고,전면 재생성,A,내부 전체 제목·그림 코드 금지,DMARC 판정이 SPF와 DKIM을 모두 요구하는 것처럼 보이며 한글 손상이 광범위하다.,"DMARC 통과 조건을 `(SPF pass AND aligned) OR (DKIM pass AND aligned)`로 표시. Header From 정렬, p=none/quarantine/reject, 보고를 분리.",1800,1004,01_전면재생성/Part3/P3-F15.png,P3-F15.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\01_전면재생성\Part3\P3-F15.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part3\P3-F15.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\04_재작업\Part3\P3-F15.png,02,완료,통과,대기,SPF/DKIM 정렬 조건과 DMARC PASS/FAIL 정책 흐름 통과. 전체 제목·코드 없음.
3,P3-F19,URL과 HTTP 요청·응답 구조,전면 재생성,A,내부 전체 제목·그림 코드 금지,URL 구성요소와 HTTP 예시가 깨지고 path·fragment 설명이 잘못 읽힌다.,URL을 scheme/host/port/path/query/fragment로 정확히 분해하고 fragment는 서버에 전송되지 않음을 표시. 정상 HTTP 요청·응답 예시로 교체.,1800,1004,01_전면재생성/Part3/P3-F19.png,P3-F19.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\01_전면재생성\Part3\P3-F19.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part3\P3-F19.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\04_재작업\Part3\P3-F19.png,02,완료,통과,대기,URL 구성요소와 HTTP 요청/응답 구성 양호. 전체 제목·코드 없음.
3,P3-F25,서버 인증서 검증과 신뢰사슬,전면 재생성,A,내부 전체 제목·그림 코드 금지,서버 인증서를 Root CA처럼 보이게 하며 체인·호스트명·폐기 검증 구조가 혼재한다.,서버 Leaf+Intermediate→로컬 Root Trust Anchor 체인으로 표시하고 서명·유효기간·SAN hostname·KU/EKU·Basic Constraints·폐기상태를 검증.,1800,1004,01_전면재생성/Part3/P3-F25.png,P3-F25.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\01_전면재생성\Part3\P3-F25.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part3\P3-F25.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\04_재작업\Part3\P3-F25.png,03,완료,통과,대기,"서버 Leaf 인증서, 신뢰사슬 구성, 클라이언트 검증 체크리스트가 기능 패널로 분리됨. 전체 제목·코드 없음."
3,P3-F33,Broken Access Control과 IDOR,전면 재생성,A,내부 전체 제목·그림 코드 금지,상단 전체 제목이 남아 있고 IDOR 공격자 표시가 User A로 반복되어 정상 사용자와 공격자가 혼동됨.,"전체 제목 없이 정상 접근 흐름과 IDOR 공격 차단 흐름을 두 개의 기능 패널로 구성한다. 정상 사용자는 User A, 공격자는 User B로 구분한다. 중앙에는 서버측 Authorization Engine을 두고 객체 소유권, 역할/권한, 테넌트 식별, Deny by default를 짧은 라벨로 표시한다. 상단 제목 배너와 그림 코드 금지.",1800,1004,01_전면재생성/Part3/P3-F33.png,P3-F33.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\01_전면재생성\Part3\P3-F33.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part3\P3-F33.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\04_재작업\Part3\P3-F33.png,03,완료,통과,대기,정상 접근 흐름과 IDOR 공격 차단 흐름이 기능 섹션으로 분리됨. User A/User B 구분 양호.
3,P3-F47,DNS 레코드 유형,전면 재생성,A,내부 전체 제목·그림 코드 금지,AAAA를 별칭처럼 표시하고 NS를 중복하는 등 레코드 매핑이 틀렸다.,A/AAAA/CNAME/MX/NS/SOA/TXT/PTR/SRV의 정확한 이름→값 매핑 표로 재구성.,1800,1004,01_전면재생성/Part3/P3-F47.png,P3-F47.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\01_전면재생성\Part3\P3-F47.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part3\P3-F47.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\04_재작업\Part3\P3-F47.png,03,완료,통과,대기,DNS 레코드 유형 표가 명확하고 핵심 반환값이 읽힘. 전체 제목·코드 없음.
3,P3-F49,DNS 공격과 대응 지도,전면 재생성,A,내부 전체 제목·그림 코드 금지,DNSSEC·BCP38·터널링·증폭 대응의 연결이 잘못 매핑되었다.,"Poisoning→TXID/Port randomization·Bailiwick·DNSSEC, Amplification→Open resolver 제거·RRL·BCP38, Tunneling→Resolver egress·행위분석, Hijacking→Registrar MFA/Lock으로 재매핑.",1800,1004,01_전면재생성/Part3/P3-F49.png,P3-F49.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\01_전면재생성\Part3\P3-F49.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part3\P3-F49.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\04_재작업\Part3\P3-F49.png,03,완료,통과,대기,DNS 공격 유형과 대응책이 지도형 흐름으로 구성됨. 전체 제목·코드 없음.
3,P3-F50,DNSSEC 신뢰사슬,전면 재생성,A,내부 전체 제목·그림 코드 금지,좌상단 DNSSEC 전체 제목과 하단 시험 강조점 문장이 노출되어 Part3 제목 정책을 위반함.,"전체 제목 없이 Root, TLD, Child 존의 신뢰사슬과 Resolver 검증 패널로 바로 시작한다. Root DNSKEY, TLD DS/DNSKEY, Child RRset/RRSIG, NSEC/NSEC3, 검증 성공, 검증 실패만 짧게 표시한다. 시험 강조점 문장, 전체 제목, 코드명, 워터마크 금지.",1800,1004,01_전면재생성/Part3/P3-F50.png,P3-F50.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\01_전면재생성\Part3\P3-F50.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part3\P3-F50.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\04_재작업\Part3\P3-F50.png,03,완료,통과,대기,Root/TLD/Child 신뢰사슬과 Resolver 검증 성공·실패 흐름이 명확함. 전체 제목·코드 없음.
3,P3-F54,DB 암호화와 키 관리,전면 재생성,A,내부 전체 제목·그림 코드 금지,DB 암호화 구조는 보이나 중앙 상단에 깨진 한글 오탈자가 있음.,"전체 제목 없이 전송 TLS, 애플리케이션 계층 암호화, TDE 저장장치 암호화, 열/필드 암호화, 권한 분리, KMS/HSM 키 라이프사이클 패널로 구성한다. 정확한 라벨만 사용하고 깨진 한글, 임의 영문, 긴 경고문을 넣지 않는다.",1800,1004,01_전면재생성/Part3/P3-F54.png,P3-F54.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\01_전면재생성\Part3\P3-F54.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part3\P3-F54.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\04_재작업\Part3\P3-F54.png,03,완료,통과,대기,"전송 TLS, 애플리케이션 계층 암호화, TDE, 열/필드 암호화, 권한 분리, KMS/HSM 패널 보정본 통과."
3,P3-F56,전자상거래 신뢰모델과 보안요소,전면 재생성,A,내부 전체 제목·그림 코드 금지,구매자·가맹점·게이트웨이·금융기관의 정보 흐름과 역할이 깨졌다.,구매자·가맹점·PG/VAN/Payment Gateway·발급사·매입사/은행·CA를 분리하고 주문·지급·승인·정산 흐름 및 보안요소를 재구성.,1800,1004,01_전면재생성/Part3/P3-F56.png,P3-F56.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\01_전면재생성\Part3\P3-F56.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part3\P3-F56.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\04_재작업\Part3\P3-F56.png,03,완료,통과,대기,전자상거래 주문·지급·승인 정산 흐름과 인증서 신뢰모델이 분리되어 읽힘. 전체 제목·코드 없음.
3,P3-F57,전자지불 수단과 보안요소,전면 재생성,A,내부 전체 제목·그림 코드 금지,전자지불 수단 비교 이미지 하단에 깨진 영문과 한글 오탈자가 있음.,"전체 제목 없이 신용카드, 계좌이체, 전자화폐/선불, 모바일 결제 비교 컬럼으로 구성한다. 각 컬럼은 핵심 위험, 핵심 보호, 거래추적/프라이버시를 짧은 한국어 라벨로 표시한다. 허용 영문은 FRAUD, TOKENIZATION, SSL/TLS, OTP, FIDO, TEE 정도만 사용한다. 깨진 영문 금지.",1800,1004,01_전면재생성/Part3/P3-F57.png,P3-F57.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\01_전면재생성\Part3\P3-F57.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\03_수정완료\Part3\P3-F57.png,C:\Users\javam\OneDrive\Documents\그림만들기\나노바나나_전체_수정대상_작업팩_v2\04_재작업\Part3\P3-F57.png,03,완료,통과,대기,전자지불 수단별 위험/보호/거래추적·프라이버시 비교가 명확하고 깨진 영문 없음.
